,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00,Q. 10 /1.00,Q. 11 /1.00,Q. 12 /1.00,Q. 13 /1.00,Q. 14 /1.00,Q. 15 /1.00,Q. 16 /1.00,Q. 17 /1.00,Q. 18 /1.00,Q. 19 /1.00,Q. 20 /1.00,Q. 21 /1.00,Q. 22 /1.00,Q. 23 /1.00,Q. 24 /1.00,Q. 25 /1.00,Q. 26 /1.00,Q. 27 /1.00,Q. 28 /1.00,Q. 29 /1.00,Q. 30 /1.00,Q. 31 /1.00,Q. 32 /1.00,Q. 33 /1.00,Q. 34 /1.00,Q. 35 /1.00,Q. 36 /1.00,Q. 37 /1.00,Q. 38 /1.00,Q. 39 /1.00,Q. 40 /1.00,Q. 41 /1.00,Q. 42 /1.00,Q. 43 /1.00,Q. 44 /1.00,Q. 45 /1.00,Q. 46 /1.00,Q. 47 /1.00,Q. 48 /1.00,Q. 49 /1.00,Q. 50 /1.00,Q. 51 /1.00,Q. 52 /1.00,Q. 53 /1.00,Q. 54 /1.00,Q. 55 /1.00,Q. 56 /1.00,Q. 57 /1.00,Q. 58 /1.00,Q. 59 /1.00,Q. 60 /1.00,Q. 61 /1.00,Q. 62 /1.00,Q. 63 /1.00,Q. 64 /1.00,Q. 65 /1.00,Q. 66 /1.00,Q. 67 /1.00,Q. 68 /1.00,Q. 69 /1.00,Q. 70 /1.00,Q. 71 /1.00,Q. 72 /1.00,Q. 73 /1.00,Q. 74 /1.00,Q. 75 /1.00,Q. 76 /1.00,Q. 77 /1.00,Q. 78 /1.00,Q. 79 /1.00,Q. 80 /1.00,Q. 81 /1.00,Q. 82 /1.00,Q. 83 /1.00,Q. 84 /1.00,Q. 85 /1.00,Q. 86 /1.00,Q. 87 /1.00,Q. 88 /1.00,Q. 89 /1.00,Q. 90 /1.00,Q. 91 /1.00,Q. 92 /1.00,Q. 93 /1.00,Q. 94 /1.00,Q. 95 /1.00,Q. 96 /1.00,Q. 97 /1.00,Q. 98 /1.00,Q. 99 /1.00,Q. 100 /1.00
606,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.00,0.67,1.00,0.50,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.90,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.25,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.75,0.75,0.67,1.00,0.80,1.00,1.00,1.00,0.67,1.00,0.50,0.00,1.00,0.00,1.00,1.00,0.17,1.00,1.00,1.00,1.00
607,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.50,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.60,1.00,1.00,0.80,0.17,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17,1.00,0.60,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.67,0.17,1.00,1.00,1.00
608,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,0.00,0.80,1.00,1.00,1.00,0.40,1.00,1.00,0.33,0.17,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.60,0.00,1.00,1.00,0.60,1.00,0.17,1.00,0.75,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.89,1.00,1.00,0.40,0.00,0.60,1.00,1.00,1.00,0.17,1.00,0.25,1.00,0.60,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
609,1.00,0.00,1.00,1.00,1.00,1.00,0.80,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.50,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.80,1.00,1.00,0.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,0.60,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.60,0.67,1.00,0.60,0.67,0.00,1.00,1.00,0.80,1.00,1.00,1.00,0.50,0.50,1.00,0.40,1.00,1.00,0.00,1.00,1.00,1.00,0.17,1.00,0.00,0.17,1.00,1.00,0.33,0.00,0.00,0.00
610,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.50,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
611,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.60,1.00,1.00,0.17,1.00,0.00,0.00,0.60,1.00,1.00,1.00,1.00,1.00,0.00,0.50,0.67,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.80,0.50,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.00,0.17,1.00,0.60,1.00,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.40,1.00,0.17,1.00,0.67,1.00,1.00,0.17,0.67,0.00,0.00,0.67,1.00,0.00,1.00,1.00,0.00
612,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.00,1.00,0.33,1.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.67,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.70,1.00,1.00,1.00,0.80,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.33,1.00,1.00,0.80,0.67,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17,0.00,1.00,0.80,0.67,0.80,1.00,1.00,0.67,1.00,1.00,1.00,1.00,0.50,1.00,0.60,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.17,1.00,1.00,1.00,0.00,1.00,0.17,0.00,0.00
613,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.60,1.00,0.50,1.00,1.00,1.00,1.00,0.80,1.00,0.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,0.80,1.00,1.00,0.88,0.67,0.60,0.50,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.80,1.00,1.00,1.00,1.00,1.00,0.25,0.00,0.60,0.17,0.17,0.67,1.00,0.75,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
614,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.33,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17,1.00,0.33,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00
615,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.40,1.00,0.00,0.20,1.00,1.00,1.00,0.80,1.00,1.00,0.17,1.00,1.00,1.00,1.00,0.50,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,1.00,1.00,0.20,0.00,0.20,1.00,0.75,1.00,0.67,1.00,0.17,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.17,0.67,0.80,0.00,1.00,1.00,0.00,1.00,1.00,0.67,0.00,1.00,1.00,0.50,0.75,1.00,0.17,1.00,0.67,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.17,1.00,1.00,1.00,1.00
616,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.33,1.00,0.33,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.20,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.50,1.00,0.50,0.40,0.00,1.00,0.25,0.60,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.60,0.00,0.67,1.00,0.00,0.60,1.00,0.80,1.00,1.00,1.00,0.50,1.00,1.00,0.75,0.17,0.67,1.00,0.67,1.00,0.50,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
617,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.50,1.00,0.00,0.50,1.00,1.00,1.00,1.00,0.00,0.50,0.50,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.40,1.00,1.00,1.00,0.50,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.60,0.00,1.00,0.00,0.20,1.00,1.00,1.00,1.00,0.40,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.75,0.60,0.00,1.00,0.67,0.50,1.00,1.00,1.00,1.00,0.00,1.00,0.50,0.00,0.00,1.00,0.00,0.00
618,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.60,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.33,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.80,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.50,0.50,0.25,1.00,1.00,1.00,0.67,1.00,0.00,1.00,0.60,0.88,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.67,1.00,1.00,0.80,1.00,0.67,1.00,0.25,0.75,1.00,1.00,0.60,0.00,0.75,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
619,1.00,0.00,1.00,0.50,1.00,1.00,0.33,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.80,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.20,0.00,0.00,0.25,1.00,0.60,0.00,0.63,0.50,0.40,0.33,0.00,0.50,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.50,0.00,0.60,1.00,0.60,0.00,0.40,1.00,1.00,0.50,0.00,0.50,0.25,1.00,0.20,0.33,0.50,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.17,0.00
620,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.33,0.00,0.33,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.60,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.25,1.00,1.00,0.33,0.67,1.00,1.00,0.80,0.50,0.75,0.17,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.60,0.50,1.00,0.60,1.00,1.00,1.00,1.00,1.00,0.80,0.67,0.75,1.00,0.75,1.00,0.33,0.67,0.17,1.00,0.33,1.00,0.17,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
621,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.50,0.00,0.00,1.00,0.00,0.60,0.17,1.00,0.20,1.00,0.50,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.50,0.89,1.00,1.00,0.00,0.80,1.00,1.00,1.00,1.00,1.00,0.67,0.25,1.00,0.75,0.17,0.75,1.00,0.17,1.00,0.17,1.00,1.00,0.17,0.00,1.00,1.00,0.67,0.00,1.00,1.00,0.00
622,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.40,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.40,0.17,1.00,1.00,0.50,1.00,0.00,0.67,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.70,0.00,0.00,0.00,1.00,1.00,0.00,0.25,0.00,0.20,0.50,1.00,0.00,0.25,0.17,1.00,1.00,0.80,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.17,0.00,0.33,0.80,1.00,0.50,0.00,1.00,1.00,0.33,0.67,1.00,0.75,0.75,1.00,1.00,0.00,1.00,0.75,1.00,0.00,1.00,1.00,0.67,0.17,0.00,1.00,0.00,1.00,1.00,1.00,0.00
623,1.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.20,1.00,1.00,0.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.17,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.50,0.00,0.40,1.00,0.17,1.00,0.33,0.17,0.75,0.80,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.17,0.80,1.00,1.00,0.00,1.00,1.00,1.00,0.75,0.25,1.00,1.00,0.60,1.00,1.00,1.00,1.00,0.67,1.00,1.00,0.00,1.00,1.00,0.17,0.00,1.00,0.00,0.00,1.00
624,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,0.75,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,0.17,0.17,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.17,1.00
625,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.90,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.75,0.75,0.67,0.60,1.00,1.00,0.17,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.50,0.00,1.00,1.00,0.50,1.00,0.50,0.17,0.75,1.00,0.00,1.00,1.00,0.17,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00
626,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.20,1.00,1.00,1.00,1.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.25,1.00,0.25,0.50,0.00,1.00,0.80,1.00,0.50,1.00,0.67,0.40,0.80,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.90,1.00,0.33,0.80,0.60,1.00,1.00,0.80,1.00,1.00,1.00,0.50,0.75,1.00,1.00,0.60,0.67,1.00,0.67,0.67,1.00,1.00,0.17,1.00,1.00,1.00,0.33,1.00,0.00,0.17,0.00,0.17
627,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.33,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.40,0.50,0.60,0.40,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.33,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.60,0.00,0.00,0.00,0.70,0.00,1.00,0.80,0.00,0.00,0.00,0.00,0.00,0.50,0.40,1.00,0.00,0.00,0.00,0.80,0.25,0.00,0.25,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.90,0.60,1.00,0.00,1.00,0.40,0.50,1.00,0.50,0.80,0.83,0.75,1.00,1.00,0.75,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.50,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00
628,1.00,1.00,0.00,0.00,1.00,0.80,0.67,0.00,0.60,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.80,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,0.60,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.67,1.00,1.00,0.80,1.00,0.33,0.00,0.80,1.00,1.00,1.00,0.75,1.00,0.50,1.00,0.80,1.00,0.00,1.00,0.67,0.00,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00,1.00,0.50,1.00
629,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,0.33,1.00,1.00,0.63,1.00,0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.60,0.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,0.50,0.60,1.00,1.00,1.00,1.00,1.00,0.75,1.00,1.00,1.00,1.00,0.50,1.00,1.00,0.50,1.00,0.00
630,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.33,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.60,0.75,0.60,1.00,0.20,0.67,1.00,0.50,0.80,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.17,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.17,0.17
631,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.33,0.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,0.83,0.67,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.80,1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,0.25,0.75,0.25,0.60,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00
632,1.00,0.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,0.80,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,0.75,1.00,1.00,0.50,0.00,0.17,0.00,1.00,0.67,1.00,1.00,0.75,1.00,0.00,0.00,1.00,1.00,0.67,1.00,1.00,1.00
633,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.60,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.17,0.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.33,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.50,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.25,0.00,0.17,1.00,1.00,0.60,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.33,1.00,1.00,0.75,1.00,1.00,0.00,0.00,0.17,0.00,1.00,1.00,0.00,1.00,0.17,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
634,1.00,1.00,0.50,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.20,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.40,0.00,1.00,1.00,0.50,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.90,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.40,1.00,1.00,0.17,1.00,0.83,0.25,0.63,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.60,1.00,1.00,1.00,0.80,1.00,1.00,1.00,1.00,1.00,0.17,1.00,0.17,1.00,0.00,0.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
635,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.67,1.00,1.00,1.00,0.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.60,1.00,0.25,0.17,1.00,1.00,0.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.00,0.33,0.60,0.80,1.00,1.00,1.00,1.00,1.00,0.50,0.75,0.50,1.00,0.00,1.00,0.00,0.17,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.50,0.33,1.00,1.00,1.00,1.00,1.00
636,0.00,1.00,1.00,0.00,1.00,0.40,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.80,0.50,1.00,1.00,0.33,1.00,1.00,1.00,1.00,0.00,0.50,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.20,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.50,0.50,0.50,1.00,0.00,0.20,0.40,0.20,0.00,0.20,0.00,0.33,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.50,0.80,0.00,1.00,1.00,1.00,0.20,1.00,0.80,0.67,0.67,1.00,1.00,0.50,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.67,1.00,0.00,0.67,0.00,1.00,0.00,1.00,1.00,0.67,0.00
637,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.50,0.60,1.00,1.00,1.00,0.00,0.40,0.00,0.00,1.00,0.75,0.17,1.00,0.00,0.83,0.00,0.75,0.80,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.67,0.60,0.40,0.67,0.80,0.80,1.00,0.00,1.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.50,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00
